NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
6,Município,1006,Hectares,423,2412104,São João do Sabugi - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412104,São João do Sabugi - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412104,São João do Sabugi - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1656,2412104,São João do Sabugi - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,6415,2412203,São José de Mipibu - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,6415,2412203,São José de Mipibu - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412203,São José de Mipibu - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412203,São José de Mipibu - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,91348,2412203,São José de Mipibu - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,360,2412302,São José do Campestre - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,360,2412302,São José do Campestre - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412302,São José do Campestre - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412302,São José do Campestre - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,709,2412302,São José do Campestre - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,91,2412401,São José do Seridó - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,91,2412401,São José do Seridó - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412401,São José do Seridó - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412401,São José do Seridó - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,289,2412401,São José do Seridó - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,3204,2412500,São Miguel - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,3204,2412500,São Miguel - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412500,São Miguel - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412500,São Miguel - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3540,2412500,São Miguel - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2808,2412559,São Miguel do Gostoso - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2808,2412559,São Miguel do Gostoso - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412559,São Miguel do Gostoso - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412559,São Miguel do Gostoso - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,33955,2412559,São Miguel do Gostoso - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1412,2412609,São Paulo do Potengi - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1412,2412609,São Paulo do Potengi - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412609,São Paulo do Potengi - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412609,São Paulo do Potengi - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3021,2412609,São Paulo do Potengi - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1305,2412708,São Pedro - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1285,2412708,São Pedro - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412708,São Pedro - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412708,São Pedro - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3698,2412708,São Pedro - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,50,2412807,São Rafael - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,30,2412807,São Rafael - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412807,São Rafael - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412807,São Rafael - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,35,2412807,São Rafael - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,260,2412906,São Tomé - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,260,2412906,São Tomé - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2412906,São Tomé - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2412906,São Tomé - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,926,2412906,São Tomé - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1215,2413003,São Vicente - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1215,2413003,São Vicente - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413003,São Vicente - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413003,São Vicente - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2239,2413003,São Vicente - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1396,2413102,Senador Elói de Souza - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1396,2413102,Senador Elói de Souza - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413102,Senador Elói de Souza - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413102,Senador Elói de Souza - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,5866,2413102,Senador Elói de Souza - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,274,2413201,Senador Georgino Avelino - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,274,2413201,Senador Georgino Avelino - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413201,Senador Georgino Avelino - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413201,Senador Georgino Avelino - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1328,2413201,Senador Georgino Avelino - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1349,2413300,Serra de São Bento - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1349,2413300,Serra de São Bento - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413300,Serra de São Bento - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413300,Serra de São Bento - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1665,2413300,Serra de São Bento - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,31800,2413359,Serra do Mel - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,31675,2413359,Serra do Mel - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413359,Serra do Mel - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413359,Serra do Mel - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,80765,2413359,Serra do Mel - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,199,2413409,Serra Negra do Norte - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,104,2413409,Serra Negra do Norte - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413409,Serra Negra do Norte - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413409,Serra Negra do Norte - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1209,2413409,Serra Negra do Norte - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,350,2413508,Serrinha - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,350,2413508,Serrinha - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413508,Serrinha - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413508,Serrinha - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3519,2413508,Serrinha - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,405,2413557,Serrinha dos Pintos - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,405,2413557,Serrinha dos Pintos - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413557,Serrinha dos Pintos - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413557,Serrinha dos Pintos - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,423,2413557,Serrinha dos Pintos - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1457,2413607,Severiano Melo - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1319,2413607,Severiano Melo - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413607,Severiano Melo - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413607,Severiano Melo - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2750,2413607,Severiano Melo - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,161,2413706,Sítio Novo - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,161,2413706,Sítio Novo - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413706,Sítio Novo - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413706,Sítio Novo - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,830,2413706,Sítio Novo - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,291,2413805,Taboleiro Grande - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,236,2413805,Taboleiro Grande - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413805,Taboleiro Grande - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413805,Taboleiro Grande - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,353,2413805,Taboleiro Grande - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,4422,2413904,Taipu - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,4422,2413904,Taipu - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2413904,Taipu - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2413904,Taipu - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,37742,2413904,Taipu - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,98,2414001,Tangará - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,98,2414001,Tangará - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414001,Tangará - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414001,Tangará - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,396,2414001,Tangará - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,178,2414100,Tenente Ananias - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,178,2414100,Tenente Ananias - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414100,Tenente Ananias - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414100,Tenente Ananias - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,346,2414100,Tenente Ananias - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2789,2414159,Tenente Laurentino Cruz - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2789,2414159,Tenente Laurentino Cruz - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414159,Tenente Laurentino Cruz - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414159,Tenente Laurentino Cruz - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,10352,2414159,Tenente Laurentino Cruz - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1182,2414209,Tibau do Sul - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1172,2414209,Tibau do Sul - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414209,Tibau do Sul - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414209,Tibau do Sul - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,11174,2414209,Tibau do Sul - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,90,2414308,Timbaúba dos Batistas - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,90,2414308,Timbaúba dos Batistas - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414308,Timbaúba dos Batistas - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414308,Timbaúba dos Batistas - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,254,2414308,Timbaúba dos Batistas - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,13108,2414407,Touros - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,13108,2414407,Touros - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414407,Touros - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414407,Touros - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,188824,2414407,Touros - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,222,2414456,Triunfo Potiguar - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,222,2414456,Triunfo Potiguar - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414456,Triunfo Potiguar - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414456,Triunfo Potiguar - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,882,2414456,Triunfo Potiguar - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,721,2414506,Umarizal - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,565,2414506,Umarizal - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414506,Umarizal - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414506,Umarizal - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1224,2414506,Umarizal - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1410,2414605,Upanema - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1380,2414605,Upanema - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414605,Upanema - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414605,Upanema - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,9508,2414605,Upanema - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,140,2414704,Várzea - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,140,2414704,Várzea - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414704,Várzea - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414704,Várzea - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,345,2414704,Várzea - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1029,2414753,Venha-Ver - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,579,2414753,Venha-Ver - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414753,Venha-Ver - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414753,Venha-Ver - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,1649,2414753,Venha-Ver - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2505,2414803,Vera Cruz - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2505,2414803,Vera Cruz - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414803,Vera Cruz - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414803,Vera Cruz - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,18000,2414803,Vera Cruz - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,274,2414902,Viçosa - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,215,2414902,Viçosa - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2414902,Viçosa - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2414902,Viçosa - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,311,2414902,Viçosa - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,44,2415008,Vila Flor - RN,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,44,2415008,Vila Flor - RN,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2415008,Vila Flor - RN,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2415008,Vila Flor - RN,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,752,2415008,Vila Flor - RN,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1807,2500106,Água Branca - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1807,2500106,Água Branca - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500106,Água Branca - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500106,Água Branca - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,2206,2500106,Água Branca - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,575,2500205,Aguiar - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,575,2500205,Aguiar - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500205,Aguiar - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500205,Aguiar - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,700,2500205,Aguiar - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,5545,2500304,Alagoa Grande - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5545,2500304,Alagoa Grande - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500304,Alagoa Grande - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500304,Alagoa Grande - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,30167,2500304,Alagoa Grande - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,5719,2500403,Alagoa Nova - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5599,2500403,Alagoa Nova - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500403,Alagoa Nova - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500403,Alagoa Nova - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,56231,2500403,Alagoa Nova - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,1580,2500502,Alagoinha - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,1580,2500502,Alagoinha - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500502,Alagoinha - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500502,Alagoinha - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,9882,2500502,Alagoinha - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,863,2500536,Alcantil - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,663,2500536,Alcantil - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500536,Alcantil - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500536,Alcantil - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,511,2500536,Alcantil - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,213,2500577,Algodão de Jandaíra - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,210,2500577,Algodão de Jandaíra - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500577,Algodão de Jandaíra - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500577,Algodão de Jandaíra - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,334,2500577,Algodão de Jandaíra - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2635,2500601,Alhandra - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2635,2500601,Alhandra - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500601,Alhandra - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500601,Alhandra - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,30197,2500601,Alhandra - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,5258,2500700,São João do Rio do Peixe - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,5258,2500700,São João do Rio do Peixe - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500700,São João do Rio do Peixe - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500700,São João do Rio do Peixe - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,10086,2500700,São João do Rio do Peixe - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,602,2500734,Amparo - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,202,2500734,Amparo - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500734,Amparo - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500734,Amparo - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,164,2500734,Amparo - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,655,2500775,Aparecida - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,655,2500775,Aparecida - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500775,Aparecida - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500775,Aparecida - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,4511,2500775,Aparecida - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,4441,2500809,Araçagi - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,4441,2500809,Araçagi - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500809,Araçagi - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500809,Araçagi - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,77986,2500809,Araçagi - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,2599,2500908,Arara - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,2599,2500908,Arara - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2500908,Arara - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2500908,Arara - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,3290,2500908,Arara - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,4116,2501005,Araruna - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,4116,2501005,Araruna - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501005,Araruna - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2501005,Araruna - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,14938,2501005,Araruna - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,3245,2501104,Areia - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
6,Município,1006,Hectares,3245,2501104,Areia - PB,2022,2022,216,Área colhida,0,Total
6,Município,1017,Toneladas,..,2501104,Areia - PB,2022,2022,214,Quantidade produzida,0,Total
6,Município,33,Quilogramas por Hectare,..,2501104,Areia - PB,2022,2022,112,Rendimento médio da produção,0,Total
6,Município,40,Mil Reais,30723,2501104,Areia - PB,2022,2022,215,Valor da produção,0,Total
6,Município,1006,Hectares,379,2501153,Areia de Baraúnas - PB,2022,2022,8331,Área plantada ou destinada à colheita,0,Total
